swimming-pool 487.0 3647.0 520.0 3682.0
small-vehicle 2970.0 3576.0 2986.0 3595.0 difficult
small-vehicle 3651.0 4242.0 3667.0 4258.0 difficult
small-vehicle 3681.0 4266.0 3703.0 4287.0 difficult
small-vehicle 3692.0 4290.0 3716.0 4307.0 difficult
small-vehicle 3625.0 4089.0 3643.0 4108.0 difficult
small-vehicle 3675.0 4180.0 3692.0 4201.0 difficult
small-vehicle 3668.0 4175.0 3683.0 4194.0 difficult
small-vehicle 3663.0 4170.0 3677.0 4189.0 difficult
small-vehicle 3654.0 4160.0 3669.0 4177.0 difficult
small-vehicle 3645.0 4156.0 3661.0 4172.0 difficult
small-vehicle 3628.0 4133.0 3642.0 4150.0 difficult
small-vehicle 3617.0 4080.0 3633.0 4102.0 difficult
small-vehicle 3635.0 4096.0 3653.0 4114.0 difficult
small-vehicle 3690.0 4195.0 3706.0 4212.0 difficult
small-vehicle 3644.0 4103.0 3659.0 4120.0 difficult
small-vehicle 3651.0 4105.0 3668.0 4125.0 difficult
small-vehicle 3657.0 4112.0 3675.0 4132.0 difficult
small-vehicle 3664.0 4118.0 3682.0 4137.0 difficult
small-vehicle 3672.0 4121.0 3691.0 4143.0 difficult
small-vehicle 3679.0 4128.0 3697.0 4147.0 difficult
small-vehicle 3686.0 4134.0 3704.0 4152.0 difficult
small-vehicle 3683.0 4187.0 3699.0 4206.0 difficult
small-vehicle 3700.0 4204.0 3713.0 4221.0 difficult
small-vehicle 3698.0 4298.0 3720.0 4315.0 difficult
small-vehicle 3639.0 4173.0 3655.0 4191.0 difficult
small-vehicle 3586.0 4136.0 3602.0 4152.0 difficult
small-vehicle 3595.0 4140.0 3612.0 4158.0 difficult
small-vehicle 3604.0 4147.0 3618.0 4163.0 difficult
small-vehicle 3611.0 4152.0 3625.0 4168.0 difficult
small-vehicle 3619.0 4156.0 3633.0 4173.0 difficult
small-vehicle 3626.0 4163.0 3642.0 4181.0 difficult
small-vehicle 3633.0 4168.0 3648.0 4184.0 difficult
small-vehicle 3646.0 4179.0 3663.0 4196.0 difficult
small-vehicle 3706.0 4208.0 3721.0 4225.0 difficult
small-vehicle 3656.0 4188.0 3668.0 4201.0 difficult
small-vehicle 3661.0 4192.0 3675.0 4209.0 difficult
small-vehicle 3668.0 4197.0 3681.0 4214.0 difficult
small-vehicle 3672.0 4203.0 3688.0 4221.0 difficult
small-vehicle 3679.0 4208.0 3696.0 4229.0 difficult
small-vehicle 3688.0 4215.0 3704.0 4234.0 difficult
small-vehicle 3695.0 4220.0 3709.0 4238.0 difficult
small-vehicle 2381.0 2016.0 2402.0 2030.0 difficult
small-vehicle 2384.0 2023.0 2405.0 2041.0 difficult
small-vehicle 2390.0 2033.0 2412.0 2047.0 difficult
small-vehicle 2793.0 3733.0 2818.0 3754.0 difficult
small-vehicle 2594.0 3827.0 2615.0 3845.0 difficult
small-vehicle 2611.0 3817.0 2634.0 3836.0 difficult
small-vehicle 2596.0 3859.0 2616.0 3873.0 difficult
small-vehicle 2640.0 3827.0 2663.0 3845.0 difficult
small-vehicle 2668.0 3813.0 2688.0 3832.0 difficult
small-vehicle 2636.0 3804.0 2655.0 3821.0 difficult
small-vehicle 2653.0 3795.0 2671.0 3808.0 difficult
small-vehicle 2671.0 3782.0 2693.0 3798.0 difficult
small-vehicle 2690.0 3770.0 2711.0 3788.0 difficult
small-vehicle 2707.0 3761.0 2728.0 3777.0 difficult
small-vehicle 2722.0 3752.0 2741.0 3766.0 difficult
small-vehicle 2739.0 3739.0 2757.0 3756.0 difficult
small-vehicle 2757.0 3731.0 2776.0 3746.0 difficult
small-vehicle 2775.0 3718.0 2795.0 3734.0 difficult
small-vehicle 2794.0 3707.0 2813.0 3723.0 difficult
small-vehicle 2810.0 3696.0 2827.0 3712.0 difficult
small-vehicle 2679.0 3792.0 2701.0 3812.0 difficult
small-vehicle 2577.0 3838.0 2599.0 3857.0 difficult
small-vehicle 2580.0 3847.0 2602.0 3864.0 difficult
small-vehicle 2570.0 3874.0 2589.0 3891.0 difficult
small-vehicle 2460.0 3925.0 2474.0 3936.0 difficult
small-vehicle 2324.0 3777.0 2339.0 3796.0 difficult
small-vehicle 2335.0 3799.0 2353.0 3818.0 difficult
small-vehicle 2369.0 3856.0 2384.0 3876.0 difficult
small-vehicle 2386.0 3887.0 2404.0 3905.0 difficult
small-vehicle 2398.0 3900.0 2417.0 3917.0 difficult
small-vehicle 2413.0 3912.0 2432.0 3927.0 difficult
small-vehicle 2440.0 3924.0 2460.0 3936.0 difficult
small-vehicle 2477.0 3922.0 2495.0 3937.0 difficult
small-vehicle 2549.0 3879.0 2574.0 3899.0 difficult
small-vehicle 2495.0 3916.0 2516.0 3930.0 difficult
small-vehicle 2471.0 3900.0 2490.0 3908.0 difficult
small-vehicle 2494.0 3891.0 2512.0 3907.0 difficult
small-vehicle 2533.0 3895.0 2557.0 3912.0 difficult
small-vehicle 2532.0 3887.0 2550.0 3902.0 difficult
small-vehicle 2508.0 3881.0 2526.0 3898.0 difficult
small-vehicle 2559.0 3850.0 2577.0 3867.0 difficult
small-vehicle 2303.0 3737.0 2318.0 3757.0 difficult
small-vehicle 2742.0 3768.0 2763.0 3785.0 difficult
small-vehicle 2393.0 2041.0 2414.0 2056.0 difficult
small-vehicle 2821.0 3719.0 2841.0 3737.0 difficult
small-vehicle 2730.0 2916.0 2751.0 2928.0 difficult
small-vehicle 2792.0 2922.0 2812.0 2929.0 difficult
small-vehicle 2784.0 2968.0 2805.0 2978.0 difficult
small-vehicle 2689.0 2973.0 2712.0 2986.0 difficult
small-vehicle 2280.0 2725.0 2296.0 2739.0 difficult
small-vehicle 2352.0 2690.0 2364.0 2708.0 difficult
small-vehicle 2377.0 2671.0 2389.0 2690.0 difficult
small-vehicle 2390.0 2667.0 2401.0 2689.0 difficult
small-vehicle 2395.0 2646.0 2410.0 2665.0 difficult
small-vehicle 2408.0 2647.0 2426.0 2662.0 difficult
small-vehicle 2418.0 2640.0 2435.0 2660.0 difficult
small-vehicle 2434.0 2633.0 2454.0 2652.0 difficult
small-vehicle 2449.0 2626.0 2467.0 2642.0 difficult
small-vehicle 2455.0 2618.0 2475.0 2635.0 difficult
small-vehicle 2460.0 2610.0 2484.0 2629.0 difficult
small-vehicle 2471.0 2603.0 2491.0 2621.0 difficult
small-vehicle 2473.0 2593.0 2497.0 2611.0 difficult
small-vehicle 2640.0 2923.0 2667.0 2936.0 difficult
small-vehicle 2546.0 2935.0 2566.0 2945.0 difficult
small-vehicle 2575.0 2962.0 2597.0 2974.0 difficult
small-vehicle 2709.0 3194.0 2733.0 3213.0 difficult
small-vehicle 2827.0 3683.0 2846.0 3701.0 difficult
small-vehicle 2841.0 3675.0 2861.0 3692.0 difficult
small-vehicle 2199.0 3151.0 2220.0 3166.0 difficult
small-vehicle 2267.0 3134.0 2287.0 3147.0 difficult
small-vehicle 2340.0 3097.0 2363.0 3109.0 difficult
small-vehicle 2465.0 3078.0 2486.0 3089.0 difficult
small-vehicle 2480.0 3114.0 2503.0 3125.0 difficult
small-vehicle 2676.0 3121.0 2695.0 3129.0 difficult
small-vehicle 2505.0 2965.0 2527.0 2976.0 difficult
small-vehicle 2594.0 3107.0 2613.0 3116.0 difficult
small-vehicle 2697.0 3087.0 2720.0 3101.0 difficult
small-vehicle 2718.0 3092.0 2737.0 3105.0 difficult
small-vehicle 2263.0 3017.0 2289.0 3031.0 difficult
small-vehicle 2402.0 3006.0 2426.0 3016.0 difficult
small-vehicle 2441.0 3004.0 2458.0 3014.0 difficult
small-vehicle 2549.0 2987.0 2573.0 3001.0 difficult
small-vehicle 2311.0 3753.0 2326.0 3773.0 difficult
small-vehicle 2329.0 3737.0 2344.0 3753.0 difficult
small-vehicle 2294.0 3724.0 2311.0 3741.0 difficult
small-vehicle 2241.0 3633.0 2257.0 3652.0 difficult
small-vehicle 1693.0 3762.0 1707.0 3781.0 difficult
small-vehicle 1705.0 3785.0 1720.0 3805.0 difficult
small-vehicle 1735.0 3796.0 1751.0 3816.0 difficult
small-vehicle 1722.0 3736.0 1738.0 3752.0 difficult
small-vehicle 1774.0 3823.0 1793.0 3842.0 difficult
small-vehicle 1743.0 3848.0 1761.0 3866.0 difficult
small-vehicle 1822.0 3936.0 1836.0 3952.0 difficult
small-vehicle 1813.0 3899.0 1831.0 3919.0 difficult
large-vehicle 1770.0 3896.0 1798.0 3939.0 difficult
small-vehicle 1761.0 3861.0 1769.0 3881.0 difficult
small-vehicle 1912.0 3923.0 1928.0 3946.0 difficult
small-vehicle 1977.0 3889.0 1999.0 3902.0 difficult
small-vehicle 1607.0 4165.0 1627.0 4187.0 difficult
small-vehicle 1904.0 4082.0 1921.0 4100.0 difficult
small-vehicle 1891.0 4090.0 1907.0 4109.0 difficult
small-vehicle 1887.0 4115.0 1905.0 4131.0 difficult
small-vehicle 1863.0 4071.0 1881.0 4088.0 difficult
large-vehicle 1750.0 3699.0 1782.0 3746.0 difficult
large-vehicle 1726.0 3654.0 1761.0 3701.0 difficult
small-vehicle 1645.0 3533.0 1669.0 3549.0 difficult
small-vehicle 2109.0 3399.0 2128.0 3420.0 difficult
small-vehicle 2033.0 3262.0 2042.0 3276.0 difficult
small-vehicle 2042.0 3266.0 2056.0 3284.0 difficult
small-vehicle 2055.0 3316.0 2073.0 3331.0 difficult
small-vehicle 2069.0 3326.0 2084.0 3346.0 difficult
small-vehicle 2067.0 3371.0 2084.0 3389.0 difficult
small-vehicle 2076.0 3366.0 2091.0 3384.0 difficult
small-vehicle 2104.0 3388.0 2121.0 3406.0 difficult
small-vehicle 1837.0 3384.0 1855.0 3404.0 difficult
small-vehicle 1854.0 3588.0 1869.0 3606.0 difficult
small-vehicle 1789.0 3440.0 1813.0 3460.0 difficult
small-vehicle 1744.0 3469.0 1766.0 3488.0 difficult
small-vehicle 1691.0 3529.0 1712.0 3548.0 difficult
small-vehicle 1701.0 3565.0 1716.0 3585.0 difficult
small-vehicle 1716.0 3571.0 1725.0 3591.0 difficult
small-vehicle 1708.0 3595.0 1716.0 3612.0 difficult
small-vehicle 1717.0 3594.0 1728.0 3614.0 difficult
small-vehicle 1902.0 4134.0 1917.0 4152.0 difficult
small-vehicle 1911.0 4148.0 1926.0 4167.0 difficult
small-vehicle 1978.0 4144.0 1993.0 4159.0 difficult
small-vehicle 2216.0 3731.0 2239.0 3750.0 difficult
small-vehicle 2186.0 4553.0 2204.0 4576.0 difficult
small-vehicle 2199.0 4547.0 2213.0 4564.0 difficult
small-vehicle 2171.0 4478.0 2187.0 4496.0 difficult
small-vehicle 2445.0 4488.0 2460.0 4504.0 difficult
small-vehicle 2094.0 3781.0 2115.0 3800.0 difficult
small-vehicle 2112.0 3769.0 2136.0 3786.0 difficult
small-vehicle 2171.0 3761.0 2192.0 3779.0 difficult
small-vehicle 2177.0 3726.0 2197.0 3742.0 difficult
small-vehicle 1924.0 4375.0 1943.0 4394.0 difficult
small-vehicle 2195.0 3714.0 2216.0 3731.0 difficult
small-vehicle 2211.0 3702.0 2229.0 3722.0 difficult
small-vehicle 2224.0 3697.0 2238.0 3712.0 difficult
small-vehicle 2238.0 3685.0 2256.0 3703.0 difficult
small-vehicle 2256.0 3684.0 2273.0 3695.0 difficult
small-vehicle 2233.0 3620.0 2249.0 3640.0 difficult
small-vehicle 2224.0 3603.0 2240.0 3615.0 difficult
small-vehicle 1941.0 4357.0 1962.0 4381.0 difficult
small-vehicle 1627.0 4554.0 1645.0 4570.0 difficult
small-vehicle 1949.0 4161.0 1966.0 4180.0 difficult
small-vehicle 1998.0 4290.0 2012.0 4309.0 difficult
small-vehicle 1935.0 4157.0 1952.0 4176.0 difficult
small-vehicle 1938.0 4180.0 1955.0 4203.0 difficult
small-vehicle 1944.0 4209.0 1962.0 4231.0 difficult
small-vehicle 1959.0 4197.0 1972.0 4217.0 difficult
small-vehicle 1953.0 4225.0 1970.0 4245.0 difficult
small-vehicle 2024.0 4223.0 2042.0 4246.0 difficult
small-vehicle 2016.0 4282.0 2035.0 4303.0 difficult
small-vehicle 2051.0 4329.0 2066.0 4346.0 difficult
small-vehicle 1641.0 4532.0 1650.0 4551.0 difficult
small-vehicle 2046.0 4263.0 2063.0 4282.0 difficult
small-vehicle 2123.0 4465.0 2139.0 4482.0 difficult
small-vehicle 2138.0 4478.0 2156.0 4499.0 difficult
small-vehicle 2157.0 4504.0 2172.0 4524.0 difficult
small-vehicle 2163.0 4539.0 2177.0 4556.0 difficult
small-vehicle 2172.0 4572.0 2189.0 4589.0 difficult
small-vehicle 1628.0 4513.0 1643.0 4532.0 difficult
small-vehicle 2482.0 2587.0 2503.0 2605.0 difficult
small-vehicle 2488.0 2576.0 2508.0 2595.0 difficult
small-vehicle 2499.0 2571.0 2519.0 2580.0 difficult
small-vehicle 2363.0 1955.0 2378.0 1974.0 difficult
small-vehicle 2556.0 1824.0 2574.0 1845.0 difficult
small-vehicle 2564.0 1820.0 2582.0 1838.0 difficult
small-vehicle 2575.0 1812.0 2589.0 1831.0 difficult
small-vehicle 2583.0 1806.0 2598.0 1825.0 difficult
small-vehicle 2594.0 1805.0 2610.0 1822.0 difficult
small-vehicle 2601.0 1800.0 2618.0 1817.0 difficult
small-vehicle 2610.0 1796.0 2625.0 1813.0 difficult
small-vehicle 2619.0 1790.0 2630.0 1806.0 difficult
small-vehicle 2625.0 1788.0 2638.0 1803.0 difficult
small-vehicle 2636.0 1784.0 2651.0 1800.0 difficult
small-vehicle 2645.0 1781.0 2659.0 1798.0 difficult
small-vehicle 2652.0 1776.0 2665.0 1792.0 difficult
small-vehicle 2660.0 1771.0 2675.0 1786.0 difficult
small-vehicle 2668.0 1768.0 2684.0 1784.0 difficult
small-vehicle 2680.0 1764.0 2695.0 1781.0 difficult
small-vehicle 2661.0 1752.0 2682.0 1764.0 difficult
small-vehicle 2662.0 1744.0 2680.0 1754.0 difficult
small-vehicle 2551.0 1830.0 2565.0 1850.0 difficult
small-vehicle 2541.0 1835.0 2560.0 1856.0 difficult
small-vehicle 2533.0 1843.0 2549.0 1862.0 difficult
small-vehicle 2448.0 1898.0 2465.0 1919.0 difficult
small-vehicle 2382.0 1945.0 2396.0 1965.0 difficult
small-vehicle 2388.0 1939.0 2403.0 1958.0 difficult
small-vehicle 2399.0 1933.0 2414.0 1952.0 difficult
small-vehicle 2407.0 1925.0 2427.0 1946.0 difficult
small-vehicle 2418.0 1920.0 2435.0 1938.0 difficult
small-vehicle 2432.0 1910.0 2450.0 1929.0 difficult
small-vehicle 2440.0 1904.0 2457.0 1924.0 difficult
small-vehicle 2459.0 1889.0 2475.0 1909.0 difficult
small-vehicle 2525.0 1849.0 2542.0 1867.0 difficult
small-vehicle 2468.0 1884.0 2483.0 1906.0 difficult
small-vehicle 2476.0 1881.0 2491.0 1900.0 difficult
small-vehicle 2481.0 1875.0 2499.0 1896.0 difficult
small-vehicle 2491.0 1870.0 2508.0 1892.0 difficult
small-vehicle 2499.0 1865.0 2516.0 1886.0 difficult
small-vehicle 2509.0 1860.0 2524.0 1879.0 difficult
small-vehicle 2517.0 1854.0 2532.0 1874.0 difficult
small-vehicle 2660.0 1731.0 2678.0 1741.0 difficult
small-vehicle 2710.0 1730.0 2729.0 1741.0 difficult
small-vehicle 2666.0 1717.0 2682.0 1729.0 difficult
small-vehicle 2446.0 2096.0 2465.0 2115.0 difficult
small-vehicle 2468.0 2147.0 2489.0 2165.0 difficult
small-vehicle 2475.0 2158.0 2491.0 2171.0 difficult
small-vehicle 2445.0 2132.0 2467.0 2148.0 difficult
small-vehicle 2435.0 2119.0 2456.0 2137.0 difficult
small-vehicle 2450.0 2110.0 2472.0 2126.0 difficult
small-vehicle 2457.0 2119.0 2476.0 2135.0 difficult
small-vehicle 2464.0 2127.0 2481.0 2144.0 difficult
small-vehicle 2438.0 2088.0 2459.0 2102.0 difficult
small-vehicle 2447.0 2141.0 2470.0 2158.0 difficult
small-vehicle 2425.0 2097.0 2442.0 2112.0 difficult
small-vehicle 2420.0 2088.0 2437.0 2105.0 difficult
small-vehicle 2417.0 2081.0 2435.0 2094.0 difficult
small-vehicle 2432.0 2077.0 2452.0 2091.0 difficult
small-vehicle 2409.0 2070.0 2430.0 2085.0 difficult
small-vehicle 2404.0 2060.0 2422.0 2074.0 difficult
small-vehicle 2399.0 2050.0 2418.0 2065.0 difficult
small-vehicle 2467.0 2136.0 2483.0 2150.0 difficult
small-vehicle 2451.0 2153.0 2471.0 2169.0 difficult
small-vehicle 2667.0 1705.0 2683.0 1716.0 difficult
small-vehicle 2348.0 2023.0 2368.0 2037.0 difficult
small-vehicle 2384.0 2087.0 2403.0 2099.0 difficult
small-vehicle 2379.0 2079.0 2397.0 2091.0 difficult
small-vehicle 2376.0 2070.0 2393.0 2081.0 difficult
small-vehicle 2369.0 2059.0 2389.0 2075.0 difficult
small-vehicle 2363.0 2053.0 2383.0 2066.0 difficult
small-vehicle 2361.0 2043.0 2377.0 2058.0 difficult
small-vehicle 2353.0 2032.0 2371.0 2044.0 difficult
small-vehicle 2636.0 1828.0 2655.0 1845.0 difficult
small-vehicle 2456.0 2164.0 2473.0 2179.0 difficult
small-vehicle 2637.0 1839.0 2657.0 1856.0 difficult
small-vehicle 2644.0 1848.0 2663.0 1865.0 difficult
small-vehicle 2649.0 1861.0 2667.0 1876.0 difficult
small-vehicle 2657.0 1873.0 2675.0 1887.0 difficult
small-vehicle 2665.0 1884.0 2682.0 1899.0 difficult
small-vehicle 2672.0 1894.0 2689.0 1909.0 difficult
small-vehicle 2679.0 1906.0 2696.0 1916.0 difficult
small-vehicle 2373.0 1950.0 2387.0 1969.0 difficult
small-vehicle 2355.0 1963.0 2370.0 1981.0 difficult
small-vehicle 2505.0 2561.0 2525.0 2570.0 difficult
small-vehicle 2344.0 1969.0 2361.0 1991.0 difficult
small-vehicle 2306.0 2200.0 2318.0 2217.0 difficult
small-vehicle 2303.0 2172.0 2315.0 2191.0 difficult
small-vehicle 2296.0 2157.0 2308.0 2173.0 difficult
small-vehicle 2286.0 2137.0 2301.0 2155.0 difficult
small-vehicle 2281.0 2123.0 2292.0 2143.0 difficult
small-vehicle 2272.0 2109.0 2284.0 2124.0 difficult
small-vehicle 2353.0 2219.0 2372.0 2235.0 difficult
small-vehicle 2349.0 2212.0 2368.0 2226.0 difficult
small-vehicle 2344.0 2201.0 2364.0 2217.0 difficult
small-vehicle 2337.0 2189.0 2357.0 2202.0 difficult
small-vehicle 2331.0 2178.0 2348.0 2191.0 difficult
small-vehicle 2327.0 2164.0 2349.0 2180.0 difficult
small-vehicle 2320.0 2157.0 2340.0 2171.0 difficult
small-vehicle 2317.0 2146.0 2335.0 2160.0 difficult
small-vehicle 2311.0 2133.0 2333.0 2150.0 difficult
small-vehicle 2308.0 2127.0 2328.0 2142.0 difficult
small-vehicle 2306.0 2118.0 2322.0 2129.0 difficult
small-vehicle 2321.0 2229.0 2335.0 2244.0 difficult
small-vehicle 2235.0 2206.0 2248.0 2223.0 difficult
small-vehicle 2740.0 2155.0 2761.0 2173.0 difficult
small-vehicle 2576.0 2252.0 2602.0 2274.0 difficult
small-vehicle 2506.0 2549.0 2525.0 2561.0 difficult
small-vehicle 2507.0 2539.0 2527.0 2548.0 difficult
small-vehicle 2412.0 2765.0 2433.0 2779.0 difficult
small-vehicle 2511.0 2503.0 2529.0 2511.0 difficult
small-vehicle 2509.0 2493.0 2528.0 2504.0 difficult
small-vehicle 2651.0 2327.0 2672.0 2345.0 difficult
small-vehicle 2664.0 2316.0 2683.0 2331.0 difficult
small-vehicle 2678.0 2302.0 2699.0 2323.0 difficult
small-vehicle 2717.0 2177.0 2736.0 2193.0 difficult
small-vehicle 2719.0 2273.0 2737.0 2290.0 difficult
small-vehicle 2741.0 2255.0 2759.0 2273.0 difficult
small-vehicle 2753.0 2242.0 2775.0 2260.0 difficult
small-vehicle 2794.0 2206.0 2816.0 2224.0 difficult
small-vehicle 2638.0 2243.0 2656.0 2260.0 difficult
small-vehicle 2668.0 2217.0 2686.0 2232.0 difficult
small-vehicle 2697.0 2193.0 2717.0 2212.0 difficult
small-vehicle 2299.0 2108.0 2318.0 2121.0 difficult
small-vehicle 2385.0 2203.0 2403.0 2219.0 difficult
small-vehicle 2381.0 2195.0 2396.0 2209.0 difficult
small-vehicle 2338.0 2042.0 2357.0 2059.0 difficult
small-vehicle 2384.0 2101.0 2402.0 2117.0 difficult
small-vehicle 2370.0 2098.0 2390.0 2115.0 difficult
small-vehicle 2367.0 2090.0 2387.0 2106.0 difficult
small-vehicle 2361.0 2079.0 2382.0 2096.0 difficult
small-vehicle 2356.0 2072.0 2376.0 2087.0 difficult
small-vehicle 2350.0 2062.0 2367.0 2075.0 difficult
small-vehicle 2345.0 2052.0 2366.0 2069.0 difficult
small-vehicle 2333.0 2033.0 2353.0 2049.0 difficult
small-vehicle 2393.0 2118.0 2413.0 2132.0 difficult
small-vehicle 2280.0 2012.0 2298.0 2031.0 difficult
small-vehicle 2290.0 2007.0 2306.0 2025.0 difficult
small-vehicle 2299.0 2004.0 2314.0 2021.0 difficult
small-vehicle 2305.0 1994.0 2324.0 2017.0 difficult
small-vehicle 2315.0 1991.0 2332.0 2010.0 difficult
small-vehicle 2329.0 1982.0 2345.0 2000.0 difficult
small-vehicle 2336.0 1976.0 2351.0 1993.0 difficult
small-vehicle 2388.0 2109.0 2409.0 2126.0 difficult
small-vehicle 2396.0 2126.0 2415.0 2139.0 difficult
small-vehicle 2378.0 2186.0 2393.0 2198.0 difficult
small-vehicle 2344.0 2117.0 2365.0 2133.0 difficult
small-vehicle 2375.0 2179.0 2392.0 2191.0 difficult
small-vehicle 2368.0 2171.0 2386.0 2183.0 difficult
small-vehicle 2366.0 2160.0 2385.0 2173.0 difficult
small-vehicle 2360.0 2152.0 2381.0 2168.0 difficult
small-vehicle 2358.0 2143.0 2378.0 2158.0 difficult
small-vehicle 2350.0 2135.0 2373.0 2150.0 difficult
small-vehicle 2346.0 2127.0 2366.0 2143.0 difficult
small-vehicle 2340.0 2109.0 2360.0 2124.0 difficult
small-vehicle 2400.0 2136.0 2418.0 2148.0 difficult
small-vehicle 2334.0 2100.0 2357.0 2117.0 difficult
small-vehicle 2421.0 2185.0 2440.0 2200.0 difficult
small-vehicle 2422.0 2178.0 2436.0 2191.0 difficult
small-vehicle 2415.0 2165.0 2436.0 2184.0 difficult
small-vehicle 2411.0 2160.0 2430.0 2178.0 difficult
small-vehicle 2406.0 2150.0 2427.0 2166.0 difficult
small-vehicle 2405.0 2143.0 2424.0 2157.0 difficult
roundabout 1805.0 1230.0 1909.0 1344.0
